Entry	Cross-reference (Gramene)
B4FXQ1	Zm00001d020886_T001;
B4FXQ2	Zm00001d004876_T001;
B4FXQ3	Zm00001d045157_T002;
B4FXQ4	Zm00001d012361_T001;
B4FXQ5	
B4FXQ6	
B4FXQ8	
B4FXQ9	Zm00001d025460_T001;Zm00001d025460_T002;
B4FXR0	
B4FXR1	
B4FXR2	
B4FXR3	
B4FXR4	
B4FXR5	Zm00001d032362_T002;
B4FXR6	
B4FXR7	
B4FXR9	Zm00001d034883_T003;
B4FXS0	
B4FXS1	
B4FXS3	
B4FXS4	
B4FXS6	
B4FXS7	
B4FXS8	
B4FXS9	
B4FXT0	Zm00001d008455_T001;
B4FXT1	
B4FXT3	Zm00001d004200_T001;Zm00001d004200_T002;
B4FXT4	
B4FXT5	Zm00001d017153_T005;
B4FXT6	
B4FXT7	Zm00001d047142_T001;
B4FXT8	
B4FXT9	
B4FXU0	
B4FXU1	
B4FXU2	
B4FXU3	
B4FXU4	
B4FXU5	Zm00001d047982_T001;
B4FXU6	
B4FXU7	
B4FXU8	Zm00001d036551_T001;
B4FXU9	Zm00001d017773_T001;
B4FXV0	
B4FXV1	Zm00001d048630_T001;
B4FXV2	
B4FXV3	
B4FXV4	
B4FXV5	Zm00001d007226_T002;Zm00001d007226_T004;
B4FXV6	
B4FXV7	Zm00001d010492_T001;Zm00001d010492_T008;
B4FXV8	Zm00001d028425_T008;
B4FXV9	
B4FXW0	
B4FXW1	
B4FXW2	
B4FXW3	Zm00001d006291_T001;Zm00001d006291_T002;
B4FXW5	
B4FXW6	Zm00001d043864_T003;
B4FXW7	
B4FXW8	
B4FXW9	
B4FXX0	
B4FXX1	
B4FXX2	Zm00001d032181_T001;
B4FXX3	Zm00001d013842_T007;
B4FXX4	Zm00001d038907_T001;
B4FXX5	
B4FXX6	Zm00001d048122_T002;
B4FXX8	Zm00001d031804_T001;
B4FXX9	
B4FXY0	Zm00001d031058_T001;Zm00001d031058_T002;Zm00001d031058_T006;Zm00001d031058_T009;
B4FXY1	
B4FXY2	
B4FXY3	Zm00001d042018_T002;
B4FXY5	
B4FXY6	Zm00001d017032_T001;
B4FXY8	Zm00001d004690_T001;
B4FXY9	Zm00001d025166_T003;
B4FXZ0	
B4FXZ1	Zm00001d052340_T001;
B4FXZ3	
B4FXZ4	Zm00001d012896_T007;
B4FXZ5	
B4FXZ6	
B4FXZ7	
B4FXZ8	
B4FXZ9	
B4FY00	
B4FY01	
B4FY02	
B4FY04	
B4FY05	
B4FY06	
B4FY07	
B4FY08	
B4FY09	Zm00001d050886_T001;
B4FY10	
B4FY11	Zm00001d000357_T003;Zm00001d000357_T004;
B4FY12	
B4FY13	
B4FY14	
B4FY15	Zm00001d021195_T002;
B4FY16	
B4FY17	
B4FY18	Zm00001d047859_T001;
B4FY19	Zm00001d010416_T001;
B4FY20	
B4FY21	Zm00001d004414_T002;
B4FY22	
B4FY23	
B4FY24	Zm00001d037926_T002;
B4FY25	Zm00001d018989_T001;
B4FY26	Zm00001d047755_T004;Zm00001d047755_T006;Zm00001d047755_T013;
B4FY27	
B4FY28	Zm00001d024066_T001;
B4FY29	
B4FY31	Zm00001d035169_T001;
B4FY32	Zm00001d048252_T003;
B4FY33	
B4FY34	Zm00001d034191_T001;Zm00001d034191_T002;Zm00001d034191_T003;
B4FY35	
B4FY36	Zm00001d022160_T001;Zm00001d022160_T002;Zm00001d022160_T003;
B4FY37	Zm00001d043655_T001;Zm00001d043655_T006;Zm00001d043655_T007;
B4FY38	Zm00001d016801_T001;
B4FY39	Zm00001d030532_T001;
B4FY40	
B4FY41	
B4FY42	
B4FY43	
B4FY44	Zm00001d041476_T001;
B4FY45	
B4FY46	Zm00001d008177_T001;
B4FY47	Zm00001d038820_T001;
B4FY48	
B4FY50	Zm00001d037813_T001;Zm00001d037813_T002;
B4FY51	
B4FY52	
B4FY53	
B4FY54	Zm00001d030184_T002;
B4FY55	
B4FY56	
B4FY57	Zm00001d029004_T123;
B4FY58	
B4FY59	
B4FY60	Zm00001d017130_T001;
B4FY61	
B4FY62	
B4FY63	Zm00001d005713_T001;
B4FY64	
B4FY65	Zm00001d039654_T001;
B4FY66	
B4FY67	
B4FY68	
B4FY69	
B4FY70	Zm00001d043813_T001;Zm00001d043813_T002;Zm00001d043813_T004;
B4FY71	Zm00001d032603_T001;
B4FY72	
B4FY73	Zm00001d040519_T001;Zm00001d040519_T002;Zm00001d040519_T003;
B4FY74	Zm00001d050196_T001;Zm00001d050198_T002;
B4FY75	Zm00001d011122_T001;
B4FY76	Zm00001d025907_T001;
B4FY77	
B4FY78	
B4FY79	
B4FY80	
B4FY82	
B4FY83	Zm00001d009140_T001;
B4FY84	
B4FY85	
B4FY86	
B4FY87	Zm00001d042685_T002;Zm00001d042685_T003;
B4FY88	
B4FY89	
B4FY90	
B4FY91	Zm00001d019483_T001;
B4FY92	
B4FY93	Zm00001d053662_T001;Zm00001d053662_T002;Zm00001d053662_T003;
B4FY94	Zm00001d035207_T001;Zm00001d035207_T002;Zm00001d035207_T003;Zm00001d035207_T004;
B4FY95	
B4FY96	Zm00001d040838_T001;
B4FY97	
B4FY98	Zm00001d014734_T001;
B4FY99	
B4FYA0	Zm00001d029921_T001;
B4FYA1	Zm00001d034929_T020;
B4FYA2	
B4FYA3	Zm00001d038650_T001;
B4FYA4	Zm00001d014954_T003;Zm00001d014954_T007;Zm00001d014957_T002;Zm00001d014957_T012;
B4FYA5	
B4FYA7	Zm00001d013933_T001;Zm00001d013933_T002;
B4FYA8	Zm00001d018208_T001;
B4FYA9	
B4FYB0	
B4FYB2	
B4FYB3	
B4FYB4	
B4FYB5	Zm00001d030995_T002;
B4FYB6	Zm00001d045264_T001;
B4FYB7	Zm00001d036760_T001;
B4FYB8	Zm00001d040310_T001;
B4FYB9	
B4FYC0	
B4FYC1	
B4FYC2	
B4FYC3	
B4FYC4	
B4FYC5	
B4FYC6	
B4FYC7	Zm00001d013358_T010;
B4FYC8	
B4FYC9	
B4FYD0	Zm00001d039618_T001;
B4FYD1	Zm00001d044917_T001;
B4FYD2	
B4FYD3	
B4FYD5	
B4FYD6	Zm00001d010066_T002;
B4FYD7	Zm00001d043757_T001;
B4FYD8	Zm00001d013212_T001;
B4FYD9	
B4FYE0	
B4FYE1	Zm00001d029033_T003;
B4FYE4	
B4FYE5	Zm00001d026089_T001;
B4FYE6	
B4FYE7	
B4FYE8	
B4FYE9	
B4FYF0	Zm00001d002810_T001;
B4FYF1	Zm00001d025653_T001;
B4FYF2	Zm00001d014062_T001;
B4FYF4	
B4FYF5	Zm00001d049640_T002;
B4FYF6	
B4FYF7	Zm00001d012957_T002;
B4FYF8	
B4FYF9	
B4FYG0	Zm00001d002087_T001;
B4FYG1	Zm00001d037675_T001;
B4FYG2	
B4FYG3	Zm00001d053776_T015;
B4FYG4	Zm00001d000379_T003;
B4FYG5	
B4FYG7	Zm00001d011121_T001;
B4FYG8	
B4FYG9	Zm00001d047608_T005;
B4FYH0	
B4FYH1	Zm00001d022289_T001;
B4FYH2	Zm00001d030020_T001;
B4FYH3	
B4FYH4	Zm00001d005586_T001;
B4FYH5	Zm00001d032190_T009;
B4FYH6	Zm00001d053935_T015;
B4FYH7	Zm00001d006777_T006;
B4FYH9	
B4FYI0	Zm00001d005598_T001;
B4FYI1	Zm00001d032229_T004;
B4FYI2	Zm00001d029342_T003;Zm00001d029342_T004;Zm00001d029342_T014;
B4FYI3	
B4FYI4	
B4FYI5	
B4FYI6	
B4FYI7	
B4FYI8	
B4FYJ0	
B4FYJ1	
B4FYJ2	
B4FYJ3	
B4FYJ4	
B4FYJ5	Zm00001d051232_T004;Zm00001d051232_T007;Zm00001d051232_T008;Zm00001d051232_T013;Zm00001d051232_T014;
B4FYJ6	
B4FYJ7	
B4FYJ8	Zm00001d038149_T003;Zm00001d038149_T004;
B4FYJ9	
B4FYK0	Zm00001d053104_T004;
B4FYK1	Zm00001d040027_T001;
B4FYK2	
B4FYK3	
B4FYK4	Zm00001d014583_T001;
B4FYK5	Zm00001d039426_T001;
B4FYK6	
B4FYK7	
B4FYK9	
B4FYL0	
B4FYL2	Zm00001d042284_T001;Zm00001d042284_T002;
B4FYL3	
B4FYL5	Zm00001d022199_T003;
B4FYL6	
B4FYL7	Zm00001d046344_T001;
B4FYL9	
B4FYM0	
B4FYM2	Zm00001d011263_T001;
B4FYM3	
B4FYM4	Zm00001d044468_T004;
B4FYM5	
B4FYM6	Zm00001d018159_T001;
B4FYM7	
B4FYM8	
B4FYM9	
B4FYN0	Zm00001d017617_T001;
B4FYN1	
B4FYN2	
B4FYN3	
B4FYN4	
B4FYN5	
B4FYN6	
B4FYN7	
B4FYN8	
B4FYP0	Zm00001d013958_T003;
B4FYP1	
B4FYP2	
B4FYP3	
B4FYP4	
B4FYP5	
B4FYP6	
B4FYP7	
B4FYP8	
B4FYP9	
B4FYQ0	Zm00001d020692_T001;
B4FYQ1	Zm00001d028930_T001;
B4FYQ3	
B4FYQ4	
B4FYQ6	
B4FYQ7	Zm00001d018641_T001;
B4FYQ8	
B4FYQ9	Zm00001d018634_T001;
B4FYR0	Zm00001d046936_T001;Zm00001d046936_T003;
B4FYR1	
B4FYR2	Zm00001d038865_T001;Zm00001d038865_T002;Zm00001d038865_T004;Zm00001d038865_T005;Zm00001d038865_T006;Zm00001d038865_T007;Zm00001d038865_T008;Zm00001d038865_T009;Zm00001d038865_T011;Zm00001d038865_T012;Zm00001d038865_T013;
B4FYR3	
B4FYR4	
B4FYR5	Zm00001d032328_T001;Zm00001d032328_T002;Zm00001d032328_T003;
B4FYR7	
B4FYR8	
B4FYR9	Zm00001d033077_T001;
B4FYS0	Zm00001d025327_T001;
B4FYS2	Zm00001d042600_T001;
B4FYS3	
B4FYS4	
B4FYS5	
B4FYS6	Zm00001d049606_T001;Zm00001d049606_T002;
B4FYS7	Zm00001d013554_T001;
B4FYS8	Zm00001d033738_T003;
B4FYS9	
B4FYT0	
B4FYT1	Zm00001d003468_T001;
B4FYT2	
B4FYT3	
B4FYT4	Zm00001d040172_T001;
B4FYT5	
B4FYT6	Zm00001d035318_T001;
B4FYT8	
B4FYT9	
B4FYU0	
B4FYU1	
B4FYU2	Zm00001d006833_T001;
B4FYU3	
B4FYU5	
B4FYU6	Zm00001d022278_T001;
B4FYU7	
B4FYV0	Zm00001d007357_T001;Zm00001d007357_T002;Zm00001d007357_T003;Zm00001d007357_T005;Zm00001d007357_T006;
B4FYV1	Zm00001d025793_T002;
B4FYV2	
B4FYV3	Zm00001d014364_T005;
B4FYV4	Zm00001d010395_T002;
B4FYV5	Zm00001d012958_T001;
B4FYV6	
B4FYV7	
B4FYV8	
B4FYW0	
B4FYW1	Zm00001d052182_T001;
B4FYW2	
B4FYW3	
B4FYW4	Zm00001d025352_T001;
B4FYW5	Zm00001d005863_T002;
B4FYW6	
B4FYW7	Zm00001d045488_T003;
B4FYW8	Zm00001d028784_T001;
B4FYW9	
B4FYX0	Zm00001d040314_T001;
B4FYX1	
B4FYX2	Zm00001d027936_T004;Zm00001d027936_T008;Zm00001d027936_T009;
B4FYX3	Zm00001d038642_T001;
B4FYX4	
B4FYX5	Zm00001d012672_T008;
B4FYX7	
B4FYX8	
B4FYX9	
B4FYY0	Zm00001d002098_T001;
B4FYY1	
B4FYY2	Zm00001d006113_T011;
B4FYY3	Zm00001d006910_T013;
B4FYY4	Zm00001d036768_T001;
B4FYY5	Zm00001d014191_T001;
B4FYY6	Zm00001d017246_T001;
B4FYY7	
B4FYY9	Zm00001d018895_T001;
B4FYZ0	Zm00001d044247_T001;
B4FYZ2	Zm00001d028235_T001;
B4FYZ3	Zm00001d048315_T005;
B4FYZ4	
B4FYZ5	Zm00001d016601_T004;Zm00001d016601_T006;
B4FYZ6	Zm00001d003937_T001;Zm00001d003937_T002;
B4FYZ7	
B4FYZ8	
B4FYZ9	
B4FZ00	
B4FZ01	Zm00001d021227_T003;
B4FZ03	
B4FZ04	
B4FZ05	
B4FZ06	Zm00001d038066_T002;
B4FZ07	
B4FZ08	
B4FZ09	Zm00001d033966_T001;
B4FZ10	Zm00001d019164_T001;Zm00001d019164_T004;
B4FZ11	Zm00001d053648_T002;
B4FZ12	
B4FZ13	
B4FZ14	Zm00001d049490_T001;
B4FZ15	Zm00001d020659_T001;
B4FZ16	Zm00001d008907_T001;
B4FZ17	Zm00001d031648_T001;Zm00001d031648_T004;
B4FZ18	Zm00001d013035_T004;Zm00001d013035_T008;
B4FZ19	Zm00001d049948_T001;
B4FZ20	Zm00001d042753_T001;
B4FZ21	
B4FZ22	Zm00001d018078_T001;Zm00001d018078_T002;
B4FZ23	
B4FZ24	Zm00001d029744_T001;
B4FZ25	Zm00001d003352_T001;Zm00001d003352_T003;
B4FZ26	Zm00001d050708_T002;
B4FZ27	
B4FZ28	
B4FZ29	Zm00001d024048_T002;Zm00001d024048_T005;
B4FZ30	Zm00001d011276_T001;
B4FZ32	Zm00001d029227_T002;
B4FZ33	
B4FZ34	Zm00001d027571_T001;Zm00001d027571_T002;Zm00001d027571_T003;Zm00001d027571_T005;Zm00001d027571_T007;Zm00001d027571_T009;Zm00001d027571_T010;Zm00001d027571_T011;
B4FZ35	Zm00001d002240_T001;
B4FZ36	Zm00001d020463_T002;
B4FZ37	Zm00001d013506_T001;
B4FZ38	
B4FZ39	Zm00001d010537_T003;
B4FZ40	
B4FZ41	
B4FZ42	
B4FZ43	
B4FZ44	Zm00001d030494_T001;
B4FZ45	
B4FZ46	Zm00001d044600_T005;Zm00001d044600_T007;
B4FZ47	
B4FZ48	Zm00001d023760_T001;
B4FZ50	Zm00001d052990_T004;
B4FZ51	Zm00001d048208_T001;
B4FZ52	
B4FZ53	
B4FZ56	Zm00001d011269_T001;
B4FZ57	
B4FZ58	Zm00001d039115_T001;
B4FZ59	Zm00001d029391_T002;
B4FZ60	Zm00001d029865_T001;
B4FZ61	Zm00001d026547_T001;Zm00001d026547_T004;
B4FZ62	Zm00001d003059_T004;Zm00001d003059_T006;
B4FZ63	
B4FZ64	
B4FZ65	
B4FZ66	Zm00001d029674_T001;
B4FZ67	
B4FZ68	Zm00001d034047_T006;Zm00001d034047_T007;
B4FZ69	
B4FZ70	
B4FZ71	
B4FZ72	
B4FZ73	
B4FZ74	
B4FZ75	
B4FZ76	
B4FZ77	Zm00001d005899_T001;Zm00001d005899_T002;
B4FZ78	Zm00001d044877_T007;
B4FZ79	Zm00001d049113_T001;
B4FZ80	Zm00001d005976_T001;Zm00001d005976_T002;Zm00001d005976_T003;Zm00001d005976_T005;Zm00001d005976_T006;Zm00001d005976_T007;Zm00001d005976_T008;Zm00001d005976_T009;Zm00001d005976_T010;Zm00001d005976_T012;
B4FZ81	Zm00001d043325_T001;
B4FZ82	
B4FZ83	
B4FZ84	Zm00001d006871_T001;
B4FZ85	
B4FZ86	Zm00001d021706_T001;
B4FZ87	Zm00001d021961_T001;
B4FZ88	
B4FZ89	Zm00001d009532_T001;
B4FZ90	Zm00001d004165_T001;
B4FZ91	Zm00001d043525_T001;
B4FZ92	
B4FZ93	
B4FZ94	Zm00001d046060_T001;
B4FZ95	
B4FZ96	Zm00001d038868_T002;
B4FZ97	
B4FZ98	Zm00001d011012_T002;
B4FZ99	
B4FZA0	
B4FZA1	
B4FZA2	
B4FZA3	
B4FZA4	Zm00001d053100_T003;
B4FZA5	Zm00001d039051_T003;
B4FZA6	
B4FZA8	
B4FZA9	
B4FZB0	
B4FZB1	Zm00001d023944_T001;
B4FZB3	
B4FZB4	Zm00001d012998_T001;
B4FZB5	Zm00001d030952_T003;
B4FZB6	
B4FZB7	Zm00001d027682_T002;
B4FZB8	Zm00001d023431_T001;
B4FZB9	
B4FZC0	
B4FZC1	Zm00001d011944_T001;
B4FZC2	
B4FZC3	Zm00001d032293_T001;
B4FZC4	
B4FZC5	Zm00001d005579_T007;Zm00001d005579_T011;
B4FZC6	
B4FZC7	
B4FZC8	
B4FZC9	Zm00001d036724_T001;
B4FZD0	
B4FZD2	
B4FZD3	
B4FZD4	Zm00001d036202_T001;
B4FZD5	Zm00001d046616_T002;
B4FZD6	Zm00001d045074_T002;
B4FZD7	Zm00001d013706_T003;Zm00001d013706_T004;
B4FZD8	Zm00001d006853_T001;
B4FZD9	
B4FZE1	
B4FZE2	
B4FZE3	
B4FZE4	Zm00001d011166_T001;
B4FZE5	
B4FZE6	Zm00001d048091_T009;
B4FZE7	
B4FZE8	Zm00001d005971_T001;
B4FZE9	
B4FZF0	
B4FZF1	Zm00001d009171_T001;
B4FZF2	
B4FZF3	Zm00001d042179_T001;
B4FZF4	
B4FZF5	
B4FZF6	
B4FZF7	Zm00001d002338_T001;
B4FZF8	Zm00001d052758_T001;
B4FZF9	Zm00001d017360_T003;Zm00001d017360_T004;Zm00001d017360_T014;Zm00001d017360_T016;
B4FZG0	Zm00001d032271_T001;
B4FZG1	Zm00001d028748_T001;Zm00001d028748_T007;Zm00001d028748_T008;Zm00001d028748_T015;Zm00001d028748_T016;Zm00001d028748_T018;Zm00001d028748_T025;Zm00001d028748_T028;Zm00001d028748_T030;Zm00001d028748_T031;Zm00001d028748_T037;Zm00001d028748_T038;Zm00001d028748_T040;Zm00001d028748_T044;Zm00001d028748_T046;Zm00001d028748_T050;
B4FZG2	
B4FZG3	
B4FZG4	Zm00001d003781_T002;
B4FZG5	Zm00001d005396_T001;Zm00001d005396_T002;
B4FZG6	Zm00001d001860_T001;
B4FZG7	
B4FZG8	Zm00001d053298_T001;
B4FZG9	Zm00001d051571_T002;
B4FZH0	
B4FZH1	
B4FZH2	
B4FZH3	Zm00001d002904_T003;Zm00001d002904_T004;Zm00001d002904_T008;
B4FZH4	Zm00001d002123_T001;
B4FZH6	
B4FZH7	
B4FZH8	Zm00001d040026_T008;Zm00001d040026_T011;
B4FZI0	
B4FZI1	Zm00001d008306_T001;Zm00001d008306_T002;Zm00001d008306_T003;Zm00001d008306_T004;Zm00001d008306_T005;Zm00001d008306_T006;Zm00001d008306_T007;Zm00001d008306_T008;Zm00001d008306_T011;
B4FZI2	
B4FZI3	
B4FZI4	
B4FZI5	Zm00001d039022_T001;
B4FZI6	
B4FZI7	
B4FZI8	
B4FZI9	Zm00001d051643_T001;
B4FZJ0	Zm00001d025933_T001;
B4FZJ1	Zm00001d037200_T004;
B4FZJ2	Zm00001d043110_T012;
B4FZJ3	
B4FZJ5	Zm00001d036246_T001;
B4FZJ7	
B4FZJ8	
B4FZJ9	
B4FZK0	
B4FZK1	Zm00001d002943_T013;
B4FZK2	
B4FZK4	
B4FZK5	
B4FZK6	
B4FZK7	Zm00001d011431_T001;
B4FZK8	
B4FZK9	
B4FZL0	
B4FZL1	Zm00001d026635_T001;
B4FZL4	
B4FZL5	Zm00001d036795_T004;
B4FZL6	
B4FZL8	Zm00001d003099_T003;
B4FZM0	Zm00001d039884_T003;
B4FZM1	
B4FZM2	Zm00001d014150_T001;
B4FZM3	
B4FZM4	
B4FZM5	Zm00001d001766_T001;
B4FZM6	Zm00001d005203_T001;
B4FZM7	
B4FZM8	
B4FZM9	Zm00001d045665_T001;Zm00001d045665_T002;Zm00001d045665_T004;
B4FZN0	
B4FZN1	
B4FZN2	Zm00001d033338_T003;
B4FZN3	
B4FZN4	Zm00001d053709_T001;
B4FZN5	Zm00001d007888_T003;
B4FZN6	Zm00001d047707_T001;Zm00001d047707_T002;
B4FZN7	
B4FZN8	
B4FZN9	Zm00001d040695_T001;
B4FZP0	Zm00001d023536_T001;Zm00001d023536_T003;
B4FZP1	Zm00001d004086_T001;
B4FZP2	Zm00001d028535_T001;
B4FZP3	
B4FZP4	
B4FZP5	
B4FZP6	
B4FZP7	
B4FZP8	
B4FZP9	
B4FZQ0	Zm00001d025784_T002;
B4FZQ1	
B4FZQ2	
B4FZQ3	Zm00001d037455_T001;
B4FZQ4	
B4FZQ6	Zm00001d005789_T001;
B4FZQ7	Zm00001d000052_T004;
B4FZQ9	
B4FZR0	
B4FZR1	
B4FZR3	Zm00001d003774_T001;Zm00001d003774_T003;Zm00001d003774_T004;
B4FZR4	
B4FZR5	Zm00001d052063_T001;Zm00001d052063_T002;Zm00001d052063_T003;
B4FZR6	
B4FZR8	
B4FZR9	Zm00001d007952_T001;
B4FZS0	
B4FZS1	
B4FZS2	
B4FZS3	Zm00001d022227_T001;Zm00001d022227_T002;
B4FZS4	Zm00001d003068_T001;
B4FZS5	
B4FZS6	
B4FZS7	Zm00001d034091_T001;Zm00001d034091_T003;
B4FZS8	Zm00001d011321_T001;Zm00001d011321_T002;Zm00001d044445_T001;
B4FZS9	Zm00001d040535_T004;Zm00001d040535_T011;
B4FZT0	
B4FZT1	
B4FZT2	
B4FZT3	
B4FZT4	Zm00001d013032_T001;
B4FZT5	
B4FZT6	
B4FZT7	
B4FZT8	
B4FZT9	
B4FZU0	
B4FZU1	Zm00001d044771_T001;
B4FZU2	
B4FZU3	
B4FZU5	
B4FZU6	
B4FZU7	
B4FZU8	Zm00001d039089_T001;
B4FZU9	Zm00001d017966_T001;
B4FZV0	
B4FZV2	Zm00001d047916_T001;
B4FZV3	Zm00001d005936_T001;
B4FZV4	
B4FZV5	Zm00001d037073_T001;
B4FZV6	
B4FZV7	Zm00001d017449_T001;
B4FZV8	
B4FZV9	Zm00001d041962_T002;
B4FZW1	Zm00001d012102_T001;
B4FZW2	Zm00001d007802_T001;
B4FZW3	
B4FZW4	
B4FZW5	Zm00001d041243_T001;
B4FZW6	Zm00001d052452_T001;
B4FZX1	Zm00001d026672_T001;
B4FZX2	
B4FZX4	
B4FZX6	
B4FZX7	
B4FZX9	
B4FZY0	Zm00001d007507_T005;
B4FZY1	
B4FZY3	
B4FZY5	Zm00001d034662_T001;
B4FZY9	Zm00001d022614_T001;Zm00001d022614_T002;
B4FZZ0	
B4FZZ1	
B4FZZ2	Zm00001d016660_T001;Zm00001d016661_T001;
B4FZZ3	
B4FZZ4	Zm00001d012814_T001;
B4FZZ5	Zm00001d005275_T001;
B4FZZ6	Zm00001d008496_T001;
B4FZZ7	Zm00001d012560_T002;
B4FZZ8	Zm00001d003405_T001;
B4G000	Zm00001d046460_T001;
B4G001	Zm00001d044105_T001;
B4G003	
B4G004	Zm00001d033649_T001;
B4G006	
B4G007	Zm00001d050868_T004;
B4G008	Zm00001d038685_T004;
B4G009	
B4G010	Zm00001d054067_T001;
B4G011	Zm00001d046923_T001;
B4G013	Zm00001d018474_T001;
B4G014	
B4G015	Zm00001d044228_T001;
B4G016	
B4G017	
B4G019	Zm00001d040190_T001;
B4G020	Zm00001d047716_T001;
B4G022	
B4G023	
B4G024	
B4G025	
B4G027	Zm00001d011699_T001;
B4G029	Zm00001d024763_T001;
B4G030	
B4G031	Zm00001d007234_T001;
B4G032	
B4G033	Zm00001d038368_T003;
B4G034	Zm00001d052007_T001;
B4G035	
B4G037	
B4G038	Zm00001d023278_T003;
B4G039	Zm00001d013751_T001;Zm00001d013751_T005;
B4G041	
B4G043	Zm00001d034345_T002;
B4G044	Zm00001d025626_T002;
B4G048	
B4G049	
B4G050	Zm00001d043827_T004;
B4G051	Zm00001d007849_T002;
B4G052	
B4G053	Zm00001d033522_T001;
B4G054	Zm00001d042257_T001;
B4G055	Zm00001d042474_T001;
B4G056	Zm00001d017106_T001;
B4G057	Zm00001d044578_T001;
B4G058	Zm00001d027519_T001;
B4G060	
B4G062	Zm00001d032679_T001;
B4G063	Zm00001d011634_T001;Zm00001d011634_T005;Zm00001d043797_T002;Zm00001d043797_T004;
B4G065	
B4G066	Zm00001d019054_T001;
B4G067	
B4G068	
B4G069	
B4G070	
B4G072	Zm00001d031209_T001;
B4G074	Zm00001d018429_T001;
B4G075	
B4G076	Zm00001d022593_T001;
B4G079	
B4G080	
B4G081	
B4G082	
B4G083	Zm00001d033836_T001;
B4G084	
B4G086	
B4G087	Zm00001d038351_T003;
B4G088	
B4G089	
B4G090	
B4G091	Zm00001d026381_T003;
B4G092	
B4G093	
B4G094	
B4G095	
B4G097	
B4G098	Zm00001d020206_T001;
B4G0A0	
B4G0A2	Zm00001d047883_T001;
B4G0A3	Zm00001d053895_T003;
B4G0A4	
B4G0A6	
B4G0A7	Zm00001d024231_T001;
B4G0A8	
B4G0A9	Zm00001d033787_T001;
B4G0B0	Zm00001d003757_T001;
B4G0B1	Zm00001d000224_T003;Zm00001d000224_T006;Zm00001d000224_T007;
B4G0B2	
B4G0B3	
B4G0B4	
B4G0B6	
B4G0B7	Zm00001d027982_T004;
B4G0B8	Zm00001d032183_T004;
B4G0C0	Zm00001d039717_T003;Zm00001d039717_T006;
B4G0C1	Zm00001d004917_T001;
B4G0C2	Zm00001d037771_T001;Zm00001d037771_T002;
B4G0C3	
B4G0C4	Zm00001d043785_T003;Zm00001d043785_T005;Zm00001d043785_T006;
B4G0C6	
B4G0C7	Zm00001d003076_T001;
B4G0C9	Zm00001d048692_T003;
B4G0D0	
B4G0D2	
B4G0D5	
B4G0D6	Zm00001d005684_T001;
B4G0D8	Zm00001d029093_T001;
B4G0D9	
B4G0E0	Zm00001d037521_T001;
B4G0E1	Zm00001d049500_T003;
B4G0E2	
B4G0E3	Zm00001d032621_T003;
B4G0E6	
B4G0E8	Zm00001d013879_T001;
B4G0E9	
B4G0F0	
B4G0F2	Zm00001d019311_T001;
B4G0F3	Zm00001d049191_T001;
B4G0F4	
B4G0F5	Zm00001d014121_T001;
B4G0F6	
B4G0F7	Zm00001d034738_T001;
B4G0F8	Zm00001d010055_T003;
B4G0F9	
B4G0G0	Zm00001d024854_T001;
B4G0G1	
B4G0G2	
B4G0G3	Zm00001d034979_T001;
B4G0G4	Zm00001d044815_T001;
B4G0G5	
B4G0G6	Zm00001d005998_T002;
B4G0G8	Zm00001d050551_T001;Zm00001d050551_T008;
B4G0G9	Zm00001d012852_T002;Zm00001d012852_T005;Zm00001d012852_T006;
B4G0H1	Zm00001d045785_T001;
B4G0H3	Zm00001d034218_T001;
B4G0H5	Zm00001d017317_T001;
B4G0H6	Zm00001d030024_T001;
B4G0H7	Zm00001d012378_T001;
B4G0H8	
B4G0H9	
B4G0I2	Zm00001d028601_T002;
B4G0I3	Zm00001d003903_T001;
B4G0I4	
B4G0I5	Zm00001d037984_T001;
B4G0I6	
B4G0I7	
B4G0I9	
B4G0J0	
B4G0J2	
B4G0J4	
B4G0J5	Zm00001d050139_T007;
B4G0J8	
B4G0J9	
B4G0K2	Zm00001d039965_T001;
B4G0K4	Zm00001d015376_T001;Zm00001d015376_T002;
B4G0K5	
B4G0K6	Zm00001d033024_T001;
B4G0K7	
B4G0K8	
B4G0K9	Zm00001d014763_T001;
B4G0L1	Zm00001d021879_T001;
B4G0L2	Zm00001d028572_T001;Zm00001d028572_T002;Zm00001d028572_T003;Zm00001d028572_T004;Zm00001d028572_T005;Zm00001d028572_T007;Zm00001d028572_T008;
B4G0L4	
B4G0L5	
B4G0L6	Zm00001d042436_T001;
B4G0L7	Zm00001d048970_T004;
B4G0L9	
B4G0M0	
B4G0M1	
B4G0M2	Zm00001d038960_T001;
B4G0M3	
B4G0M4	
B4G0M5	
B4G0M6	Zm00001d047220_T001;
B4G0M7	
B4G0M9	
B4G0N0	
B4G0N2	Zm00001d028241_T001;Zm00001d028241_T003;
B4G0N4	Zm00001d029515_T010;
B4G0N6	
B4G0N7	
B4G0P0	Zm00001d054038_T004;
B4G0P1	
B4G0P2	Zm00001d043764_T003;
B4G0P3	
B4G0P4	Zm00001d024759_T001;
B4G0P5	Zm00001d051796_T006;
B4G0P6	Zm00001d050191_T001;Zm00001d050191_T003;Zm00001d050191_T004;
B4G0P7	Zm00001d026191_T001;
B4G0P8	Zm00001d015247_T001;
B4G0P9	
B4G0Q1	Zm00001d019628_T001;
B4G0Q2	Zm00001d013598_T001;
B4G0Q3	
