ReactionID	Genes
PROTOPORGENOXI-RXN	GDQC-12335 // GDQC-10623 // GDQC-8495 // GDQC-8240 // GDQC-8023
RXN-3765	GDQC-14661 // GDQC-14496 // GDQC-14020 // GDQC-13410 // GDQC-13307 // GDQC-12496 // GDQC-12123 // GDQC-11768 // GDQC-11683 // GDQC-11078 // GDQC-10886 // GDQC-10830 // GDQC-8670 // GDQC-8595 // GDQC-8369 // GDQC-8224
TROPINONE-REDUCTASE-RXN	GDQC-14897 // GDQC-14773 // GDQC-14757 // GDQC-13551 // GDQC-11474
PSEUDOURIDINE-KINASE-RXN	GDQC-9213
RXN0-5398	GDQC-13666 // GDQC-8813
RXN-8387	
RXN-12302	GDQC-13289 // GDQC-13218 // GDQC-7999
TRANS-RXN-195	G-11275 // GDQC-14186 // GDQC-10318 // GDQC-9927
SPERMIDINESYN-RXN	GDQC-14908 // GDQC-14407 // GDQC-14050 // GDQC-13205 // GDQC-12125 // GDQC-11912 // GDQC-8402
2.3.1.138-RXN	GDQC-13619 // GDQC-12664 // GDQC-12609 // GDQC-12551 // GDQC-12006 // GDQC-10899 // GDQC-10812 // GDQC-10521 // GDQC-10463 // GDQC-10283 // GDQC-9490 // GDQC-9295
RXN-13467	GDQC-12112
3.1.3.74-RXN	GDQC-14630 // GDQC-12843 // GDQC-12309 // GDQC-12301 // GDQC-11444 // GDQC-10064 // GDQC-9492 // GDQC-9400 // GDQC-8295
RXN-14046	
PMPOXI-RXN	GDQC-14433 // GDQC-11545
PYRIDOXINE-4-DEHYDROGENASE-RXN	GDQC-14802 // GDQC-11837
RXN-14181	
PNPOXI-RXN	GDQC-14433 // GDQC-11545
ACETOOHBUTSYN-RXN	
RXN0-1134	GDQC-7906 // GDQC-7982 // GDQC-8100 // GDQC-9300 // GDQC-9405 // GDQC-10191 // GDQC-10966 // GDQC-11194 // GDQC-12882 // GDQC-13378 // GDQC-13395
PEPSYNTH-RXN	
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	GDQC-111967 // GDQC-112401 // GDQC-9261 // GDQC-8439
DXS-RXN	GDQC-14394 // GDQC-13292 // GDQC-10227
RXN-6161	
DIHYDRODIPICSYN-RXN	GDQC-10920 // GDQC-7702
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN	GDQC-13851 // GDQC-13502 // GDQC-11878 // GDQC-11452 // GDQC-9332
DLACTDEHYDROGNAD-RXN	GDQC-9086
L-LACTATE-DEHYDROGENASE-RXN	GDQC-14837 // GDQC-10327 // GDQC-9124 // GDQC-8620
RXN-12583	GDQC-13395 // GDQC-13378 // GDQC-12882 // GDQC-11194 // GDQC-10966 // GDQC-10191 // GDQC-9405 // GDQC-9300 // GDQC-8100 // GDQC-7982 // GDQC-7906
RXN0-5261	
FLAVONOL-3-SULFOTRANSFERASE-RXN	GDQC-13207 // GDQC-12566 // GDQC-9741 // GDQC-9431
RXN-8262	
RXN-10131	
RXN-10132	
RXN-14001	
2.8.2.26-RXN	
2.8.2.27-RXN	
2.8.2.28-RXN	
RXN-10130	
P-PANTOCYSDECARB-RXN	GDQC-11464 // GDQC-10614 // GDQC-9984 // GDQC-8479 // GDQC-8239
RXN-11502	GDQC-10242
Reactions-Classified-By-Conversion-Type	
Reactions-Classified-By-Substrate	
RXN-7741	GDQC-11625
Redox-Half-Reactions	
NADPH-DEHYDROGENASE-FLAVIN-RXN	GDQC-9983
UNSPECIFIC-MONOOXYGENASE-RXN	GDQC-14878 // GDQC-14706 // GDQC-14626 // GDQC-13640 // GDQC-13405 // GDQC-12884 // GDQC-12763 // GDQC-12052 // GDQC-11547 // GDQC-10599 // GDQC-10224 // GDQC-8275 // GDQC-8162 // GDQC-7805
RXN-9085	
RIBOFLAVINKIN-RXN	GDQC-12823 // GDQC-9624
RNA-Reactions	
RXN-15490	
RXN-7919	GDQC-14938 // GDQC-13949 // GDQC-13356 // GDQC-13229 // GDQC-10658
RXN-11623	GDQC-14032
RXN-2961	
RXN-2962	GDQC-12615 // GDQC-8894
ADENOSYLHOMOCYSTEINASE-RXN	GDQC-12517 // GDQC-8882
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	GDQC-14987 // GDQC-10502
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	GDQC-8962
4.4.1.14-RXN	GDQC-12498 // GDQC-11257 // GDQC-11104 // GDQC-10643 // GDQC-9936
RXN-14917	GDQC-7847
RXN-11583	GDQC-13333
RXN-9237	
RXN-9229	
DHHB-METHYLTRANSFER-RXN	
2.1.1.64-RXN	
RXN-14518	GDQC-11718
DAPASYN-RXN	GDQC-14297 // GDQC-14167 // GDQC-11751 // GDQC-9350
RXN-17473	GDQC-14680 // GDQC-12547 // GDQC-12401 // GDQC-9811 // GDQC-9178 // GDQC-8348 // GDQC-8285 // GDQC-8019
RXN-13955	GDQC-13333
RXN-13956	GDQC-13333
RXN-7605	
RXN-11758	GDQC-13794 // GDQC-13211 // GDQC-12538 // GDQC-11312 // GDQC-9508 // GDQC-8246 // GDQC-8167
RXN-11046	GDQC-12749 // GDQC-12107
RXN-14661	GDQC-13496 // GDQC-10399 // GDQC-10096 // GDQC-9243 // GDQC-9087 // GDQC-8139
RXN-11268	
RXN-11267	
RXN-4021	
RXN-14919	GDQC-14331
RXN-9361	
RXN-9362	
RXN-9363	
RXN-9366	
RXN-9220	
RXN-9191	
ADOMET-DMK-METHYLTRANSFER-RXN	
RXN-9205	
RXN-9680	GDQC-10894
RXN-12923	GDQC-11047 // GDQC-8910
RXN-12924	GDQC-11047 // GDQC-8910
RXN-14918	GDQC-14331
SAMDECARB-RXN	GDQC-14096 // GDQC-14091 // GDQC-13006 // GDQC-11724 // GDQC-10908 // GDQC-8157
RXN-11241	GDQC-11197
2.1.1.138-RXN	GDQC-8371
RXN-8675	GDQC-11753 // GDQC-11270 // GDQC-7722
UROPORIIIMETHYLTRANSA-RXN	GDQC-11753 // GDQC-11270 // GDQC-7722
RXN3O-178	GDQC-13588 // GDQC-13556 // GDQC-13543 // GDQC-13420 // GDQC-12778 // GDQC-12160 // GDQC-10705 // GDQC-8093 // GDQC-7829
TETRAHYDROBERBERINE-OXIDASE-RXN	GDQC-14536 // GDQC-14525 // GDQC-14060 // GDQC-13458 // GDQC-13393 // GDQC-12380 // GDQC-9547 // GDQC-7889
1.1.3.32-RXN	
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	GDQC-13771 // GDQC-13064 // GDQC-11845 // GDQC-11597
RXN-10035	GDQC-14987 // GDQC-10502
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	GDQC-9627 // GDQC-9015 // GDQC-8962 // GDQC-7856
5.3.1.23-RXN	GDQC-12723
MMUM-RXN	GDQC-12563 // GDQC-12560 // GDQC-12178 // GDQC-10739 // GDQC-10185 // GDQC-9358 // GDQC-8858
1.8.3.5-RXN	GDQC-14032
RXN-8179	
FESGSHTHIO-RXN	GDQC-11708
RXN-13161	GDQC-11708
RXN-16574	
URUR-RXN	GDQC-8748
UREIDOGLYCOLATE-HYDROLASE-RXN	GDQC-9534
SULFUR-DIOXYGENASE-RXN	
1.2.1.65-RXN	
RXN-6723	GDQC-11402 // GDQC-10662 // GDQC-10046 // GDQC-8848 // GDQC-8442
RXN-11658	GDQC-14634 // GDQC-13086 // GDQC-10026
RXN-11659	GDQC-14634 // GDQC-13086 // GDQC-10026
1.1.1.248-RXN	GDQC-12355 // GDQC-11122 // GDQC-8292
RXN-9276	GDQC-13792 // GDQC-11519
SARCOX-RXN	GDQC-13383 // GDQC-12624 // GDQC-10965 // GDQC-9708
RXN-15528	
RXN-15529	
TRANS-RXN0-478	GDQC-8870
2.7.9.3-RXN	
RXN-12864	
TRANS-RXN0-479	GDQC-8870
RXN-12730	
SHIKIMATE-KINASE-RXN	GDQC-13078 // GDQC-11128 // GDQC-8325
RXN-7968	
2.5.1.19-RXN	GDQC-8583
RXN-8171	
TR-21	
Simple-Reactions	
RXN-1125	GDQC-14565 // GDQC-9676
SIROHEME-FERROCHELAT-RXN	GDQC-14173 // GDQC-8282
RXN-7876	GDQC-14740 // GDQC-11841 // GDQC-11228
RXN-4243	GDQC-7680
Small-Molecule-Reactions	
RXN-6841	GDQC-8947
RXN-15045	
GLYCEROL-3-PHOSPHATE-DEHYDROGENASE-RXN	GDQC-8947
GLYC3PDEHYDROG-RXN	GDQC-8947
RXN0-5260	GDQC-8947
RXN-15745	GDQC-8947
3.6.3.20-RXN	GDQC-12608 // GDQC-12145 // GDQC-11977 // GDQC-9667
RXN-11907	GDQC-14587 // GDQC-14498 // GDQC-14094 // GDQC-12709 // GDQC-12317 // GDQC-12082 // GDQC-11905 // GDQC-11721 // GDQC-11427 // GDQC-11085 // GDQC-10987 // GDQC-10840 // GDQC-10683 // GDQC-10611 // GDQC-10203 // GDQC-10089 // GDQC-9571 // GDQC-8739 // GDQC-8531 // GDQC-8159 // GDQC-8110 // GDQC-7804
RXN-8084	
2.5.1.46-RXN	GDQC-10208 // GDQC-14306
RXN-13414	GDQC-14306 // GDQC-10208
RXN-10747	G-7161 // GDQC-14801 // GDQC-8256
RXN-12089	GDQC-14895 // GDQC-14708 // GDQC-13966 // GDQC-13541 // GDQC-12953 // GDQC-12679 // GDQC-12269 // GDQC-12133 // GDQC-11908 // GDQC-11790 // GDQC-10621 // GDQC-10297 // GDQC-9620
SPERMINE-SYNTHASE-RXN	GDQC-13205 // GDQC-7795
RXN-6421	G-7161 // GDQC-14801 // GDQC-8256
RXN-9015	GDQC-14895 // GDQC-14708 // GDQC-14656 // GDQC-13966 // GDQC-13541 // GDQC-12953 // GDQC-12679 // GDQC-12269 // GDQC-12133 // GDQC-11908 // GDQC-11790 // GDQC-10621 // GDQC-10297 // GDQC-9620 // GDQC-9541 // GDQC-9396
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	GDQC-13145
RXN3DJ-11417	
SQUALENE-MONOOXYGENASE-RXN	GDQC-13919 // GDQC-12262
RXN-11501	GDQC-12966 // GDQC-11551 // GDQC-8753 // GDQC-8357
RXN-15908	
3.2.1.1-RXN	GDQC-14579 // GDQC-14310 // GDQC-13948 // GDQC-13594 // GDQC-13273 // GDQC-10692 // GDQC-10171
RXN-12203	GDQC-14495 // GDQC-12937
RXN-1823	GDQC-14579 // GDQC-14310 // GDQC-13948 // GDQC-13594 // GDQC-13273 // GDQC-10692 // GDQC-10171
RXN-16380	
RXN-16399	
RXN-9624	GDQC-14039
ICOSANOYL-COA-SYNTHASE-RXN	GDQC-8311 // GDQC-8418 // GDQC-8455 // GDQC-9121 // GDQC-10076 // GDQC-10080 // GDQC-10610 // GDQC-10693 // GDQC-12139 // GDQC-12590 // GDQC-12877 // GDQC-12973 // GDQC-13785
RXN-13294	
RXN-9546	
RXNQT-4383	
STROMBINE-DEHYDROGENASE-RXN	GDQC-11305 // GDQC-10737 // GDQC-8453
SUCCCOASYN-RXN	GDQC-13237 // GDQC-11784 // GDQC-9401 // GDQC-8497 // GDQC-8496 // GDQC-8075 // GDQC-7732
RXN-6903	
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	GDQC-12485 // GDQC-12427 // GDQC-10612 // GDQC-9982 // GDQC-9482
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	GDQC-13152 // GDQC-12265 // GDQC-12094 // GDQC-11333 // GDQC-10013 // GDQC-9442 // GDQC-9088 // GDQC-8318 // GDQC-8158 // GDQC-8096 // GDQC-8018 // GDQC-7955 // GDQC-7819 // GDQC-7770
RXN-14971	GDQC-14714 // GDQC-13911 // GDQC-13630 // GDQC-13185 // GDQC-13152 // GDQC-12667 // GDQC-12436 // GDQC-12094 // GDQC-9931 // GDQC-9553 // GDQC-9434 // GDQC-9381 // GDQC-7819
RXN0-1147	GDQC-13523 // GDQC-8852
RXN-8891	GDQC-14557 // GDQC-12218 // GDQC-12202
LEVANSUCRASE-RXN	GDQC-14190 // GDQC-10903
2.4.1.125-RXN	GDQC-8274
3.2.1.48-RXN	
RXN-1803	GDQC-14824
SUCROSE-SYNTHASE-RXN	
SUCROSE-PHOSPHATASE-RXN	GDQC-14793 // GDQC-10948 // GDQC-9616
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	GDQC-13428
SULFATE-ADENYLYLTRANS-RXN	GDQC-13219 // GDQC-11976 // GDQC-10749 // GDQC-10536 // GDQC-10478 // GDQC-9778 // GDQC-8922 // GDQC-8090
3.6.3.25-RXN	GDQC-14950 // GDQC-14422 // GDQC-14215 // GDQC-13901 // GDQC-13470 // GDQC-13440 // GDQC-13438 // GDQC-12955 // GDQC-12834 // GDQC-12762 // GDQC-12336 // GDQC-12253 // GDQC-12091 // GDQC-11904 // GDQC-11892 // GDQC-11665 // GDQC-11340 // GDQC-11092 // GDQC-10971 // GDQC-10916 // GDQC-10688 // GDQC-10554 // GDQC-10364 // GDQC-10238 // GDQC-10137 // GDQC-8651 // GDQC-8632 // GDQC-8603 // GDQC-8473 // GDQC-8326
SULFITE-REDUCTASE-FERREDOXIN-RXN	GDQC-8556
ADENYLYLSULFATE-REDUCTASE-RXN	GDQC-12429 // GDQC-11615
RXN-8315	
SULFITE-OXIDASE-RXN	GDQC-11423 // GDQC-8117
ABC-64-RXN	GDQC-14432
3.6.3.36-RXN	GDQC-14432
TAUROPINE-DEHYDROGENASE-RXN	GDQC-11305 // GDQC-10737 // GDQC-8453
2.3.1.162-RXN	GDQC-14954 // GDQC-12853 // GDQC-11374 // GDQC-10337 // GDQC-7928 // GDQC-7799
RXN-717	
RXN-11537	
RXN-14496	GDQC-12847 // GDQC-10061
1.1.1.51-RXN	GDQC-14222 // GDQC-13535 // GDQC-12524
1.1.1.64-RXN	
TYROSINE-3-MONOOXYGENASE-RXN	
RXN-7659	GDQC-14287 // GDQC-10690
FOLYLPOLYGLUTAMATESYNTH-RXN	GDQC-13387 // GDQC-9915 // GDQC-9385 // GDQC-8636
RXN-3741	GDQC-14029 // GDQC-12944
RXN-9631	GDQC-14233 // GDQC-14210 // GDQC-13034 // GDQC-12913 // GDQC-12086 // GDQC-11858 // GDQC-8235 // GDQC-7672
RXN-8149	GDQC-11223 // GDQC-8905
THIAMIN-PYROPHOSPHOKINASE-RXN	GDQC-14366 // GDQC-13462 // GDQC-12348 // GDQC-10141 // GDQC-9549
THIAMINASE-RXN	GDQC-13517 // GDQC-11408
THI-P-KIN-RXN	
RXNQT-4191	
RXN-18232	
1.5.1.25-RXN	GDQC-14011 // GDQC-13446 // GDQC-11478 // GDQC-10468
THIOSULFATE-SULFURTRANSFERASE-RXN	GDQC-14673 // GDQC-13434 // GDQC-12418 // GDQC-9991 // GDQC-9639 // GDQC-9139 // GDQC-8646 // GDQC-8447 // GDQC-7636
THYKI-RXN	GDQC-11157
THYMINE-DIOXYGENASE-RXN	GDQC-7648
RXN-11209	
TR-20	
RXN-12296	GDQC-11193
1.14.13.36-RXN	GDQC-14048 // GDQC-10591 // GDQC-10328 // GDQC-10298 // GDQC-9102
RXN-2622	GDQC-9265 // GDQC-8269
2.1.1.145-RXN	GDQC-13562 // GDQC-12143 // GDQC-11071
RXN-13306	
RXN-8035	
RXN-1126	
RXN-8336	
RXN-1104	GDQC-12209
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	GDQC-13333 // GDQC-12801 // GDQC-12148 // GDQC-9351 // GDQC-7717
RXN-13309	
RXN-2001	GDQC-14321 // GDQC-13042 // GDQC-12846 // GDQC-12690 // GDQC-12256 // GDQC-12004 // GDQC-11503 // GDQC-11218
TRANS-CINNAMATE-2-MONOOXYGENASE-RXN	
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	GDQC-13828 // GDQC-12626 // GDQC-11052 // GDQC-7744
RXN-13616	
RXN-9868	GDQC-11418 // GDQC-10732
RXN-13307	
RXN-13308	
RXN-8074	
RXN-4661	CKX1 // GDQC-110818 // GDQC-12064 // GDQC-8101
RXN-4681	CKX1 // GDQC-110818 // GDQC-12064 // GDQC-8101
RXN-4312	
RXN-4314	GDQC-14228 // GDQC-11931 // GDQC-11213 // GDQC-10774 // GDQC-10374 // GDQC-10223 // GDQC-9689 // GDQC-9563 // GDQC-9175 // GDQC-8102 // GDQC-7802
RXN-4310	
Transcription-Factor-Binding-Reactions	
TR-15	
TR-17	
TR-16	
TR-13	
TR-12	
TR-11	
Transport-Reactions	
TR-19	
RXN-6687	GDQC-114717 // G-14794 // GDQC-11692 // GDQC-9756 // GDQC-7800
RXN-12086	
RXN-11261	
RXN-13196	GDQC-13333
RXN-11582	GDQC-13333
RXN-11260	
RXN-11262	
RXN-11263	
tRNA-Charging-Reactions	
tRNA-Reactions	
TROPINE-DEHYDROGENASE-RXN	GDQC-14897 // GDQC-14773 // GDQC-14757 // GDQC-13551 // GDQC-11474 // GDQC-10097
RXN-1401	
RXN-1405	
STRICTOSIDINE-SYNTHASE-RXN	GDQC-14725 // GDQC-13917 // GDQC-13910 // GDQC-13724 // GDQC-13577 // GDQC-12864 // GDQC-12559 // GDQC-12514 // GDQC-12417 // GDQC-11797 // GDQC-11463 // GDQC-10439 // GDQC-10315 // GDQC-10162 // GDQC-9472 // GDQC-9337 // GDQC-8804 // GDQC-8400 // GDQC-8109 // GDQC-7900 // GDQC-7807 // GDQC-7654
RXN-10451	GDQC-13529 // GDQC-13274
RXN-719	GDQC-13861 // GDQC-7748
RXN-11538	
RXN-8713	
RXN-5821	
RXN-8714	
RXN-9348	
RXN-9347	
RXN0-722	
UDPREDUCT-RXN	
UDPKIN-RXN	GDQC-10156 // GDQC-8819
RXN-12197	GDQC-8794
RXN-14759	GDQC-14403
LIPIDXSYNTHESIS-RXN	
UDPACYLGLCNACDEACETYL-RXN	GDQC-8932
RXN-18332	GDQC-11835
RXN-5481	GDQC-11835
RXN-10740	GDQC-11835
RXN-1225	GDQC-14581 // GDQC-14225 // GDQC-14154 // GDQC-12411 // GDQC-12332 // GDQC-12215 // GDQC-11089 // GDQC-10576 // GDQC-9585 // GDQC-9515 // GDQC-9360 // GDQC-8720 // GDQC-8432
2.4.1.46-RXN	GDQC-14554 // GDQC-9955 // GDQC-9593
GANGLIOSIDE-GALACTOSYLTRANSFERASE-RXN	GDQC-14323
2.4.1.134-RXN	GDQC-14443 // GDQC-14056 // GDQC-13646 // GDQC-13409 // GDQC-13359 // GDQC-13168 // GDQC-12529 // GDQC-12147 // GDQC-12108 // GDQC-12067 // GDQC-11732 // GDQC-11664 // GDQC-11641 // GDQC-11640 // GDQC-10883 // GDQC-10794 // GDQC-10604 // GDQC-10580 // GDQC-10146 // GDQC-9780 // GDQC-9582 // GDQC-9524 // GDQC-9368 // GDQC-8610 // GDQC-8486 // GDQC-8347 // GDQC-8266 // GDQC-7909 // GDQC-7725 // GDQC-7704
2.4.1.37-RXN	GDQC-13491 // GDQC-9622 // GDQC-8897
RXN-18244	
2.4.1.122-RXN	GDQC-14083
RXN-18266	GDQC-14083 // GDQC-10630
RXN-12417	GDQC-14771 // GDQC-14550 // GDQC-14160 // GDQC-14046 // GDQC-13822 // GDQC-13611 // GDQC-13539 // GDQC-13519 // GDQC-13239 // GDQC-11563 // GDQC-10317 // GDQC-10136 // GDQC-10135 // GDQC-9999 // GDQC-9794 // GDQC-8873 // GDQC-8452 // GDQC-7774
RXN-12418	
RXN-9462	GDQC-14771 // GDQC-14550 // GDQC-14160 // GDQC-14046 // GDQC-13822 // GDQC-13611 // GDQC-13539 // GDQC-13519 // GDQC-13239 // GDQC-11563 // GDQC-10317 // GDQC-10136 // GDQC-10135 // GDQC-9999 // GDQC-9794 // GDQC-8873 // GDQC-8452 // GDQC-7774
2.4.1.156-RXN	
2.4.1.123-RXN	GDQC-13801 // GDQC-11003 // GDQC-9349
RXN-12319	
UDP-GLUCOSE-46-DEHYDRATASE-RXN	GDQC-14850 // GDQC-9615 // GDQC-7652
UDPGLUCEPIM-RXN	GDQC-14387 // GDQC-13444 // GDQC-13369 // GDQC-13328 // GDQC-13201 // GDQC-12508 // GDQC-8652 // GDQC-8011 // GDQC-7929
RXN-7668	
RXN-743	GDQC-14303 // GDQC-13548 // GDQC-12220 // GDQC-11511 // GDQC-10459 // GDQC-8079 // GDQC-7801
13-BETA-GLUCAN-SYNTHASE-RXN	GDQC-14095 // GDQC-13490 // GDQC-13249 // GDQC-13164 // GDQC-13155 // GDQC-12994 // GDQC-12951 // GDQC-12381 // GDQC-12376 // GDQC-12206 // GDQC-11553 // GDQC-11388 // GDQC-10719 // GDQC-10539 // GDQC-10434 // GDQC-10410 // GDQC-10397 // GDQC-10074 // GDQC-9827 // GDQC-9775 // GDQC-9730 // GDQC-9608 // GDQC-9604 // GDQC-9574 // GDQC-9432 // GDQC-9312 // GDQC-8945 // GDQC-8155 // GDQC-8114 // GDQC-7983 // GDQC-7676
UGD-RXN	GDQC-12370 // GDQC-8883 // GDQC-7673
RXN-9745	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
2.4.1.114-RXN	GDQC-14634 // GDQC-13086 // GDQC-10026
RXN-9752	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
RXN-9743	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
RXN-9751	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
2.4.1.126-RXN	GDQC-14634 // GDQC-13086 // GDQC-12979 // GDQC-10026
2.4.1.194-RXN	GDQC-14634 // GDQC-13086 // GDQC-10026
RXN-9749	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
RXN-9748	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12339 // GDQC-11648 // GDQC-11105 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8445
RXN-8354	GDQC-14921 // GDQC-12569
RXN-15236	GDQC-14920 // GDQC-14533 // GDQC-14350 // GDQC-13871 // GDQC-13858 // GDQC-13670 // GDQC-13243 // GDQC-12984 // GDQC-12194 // GDQC-11948 // GDQC-11673 // GDQC-11430 // GDQC-11225 // GDQC-11099 // GDQC-10827 // GDQC-10072 // GDQC-9415 // GDQC-9070 // GDQC-8941 // GDQC-8035 // GDQC-8003
RXN-8355	GDQC-14921 // GDQC-12569
RXN-12419	GDQC-14839 // GDQC-14635 // GDQC-13912 // GDQC-13696 // GDQC-12303 // GDQC-11449 // GDQC-9324 // GDQC-9001 // GDQC-8839 // GDQC-8234 // GDQC-7978
RXN-7793	GDQC-14817 // GDQC-8241
2.4.1.185-RXN	GDQC-10068 // GDQC-9662
FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN	GDQC-13574 // GDQC-12805 // GDQC-12791 // GDQC-11105
2.4.1.239-RXN	
PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN	GDQC-13130
STEROL-GLUCOSYLTRANSFERASE-RXN	GDQC-13174 // GDQC-13135 // GDQC-12437 // GDQC-11125 // GDQC-9841 // GDQC-8126
GALACTURIDYLYLTRANS-RXN	
2.4.1.115-RXN	GDQC-13615 // GDQC-13059 // GDQC-9943 // GDQC-9082
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN	GDQC-10835
2.4.1.218-RXN	GDQC-12556 // GDQC-10901 // GDQC-7755
RXN-4729	GDQC-10835
RXN-4730	GDQC-10835
SUCROSE-PHOSPHATE-SYNTHASE-RXN	GDQC-14189 // GDQC-13357 // GDQC-13109 // GDQC-11395 // GDQC-11056 // GDQC-9291 // GDQC-9021 // GDQC-8875 // GDQC-8827 // GDQC-8789 // GDQC-8310
RXN-8475	GDQC-14689 // GDQC-13254 // GDQC-12685 // GDQC-10003 // GDQC-8686 // GDQC-7684
RXN-8473	GDQC-14689 // GDQC-13254 // GDQC-12685 // GDQC-10003 // GDQC-8686 // GDQC-7684
RXN-8480	GDQC-14872
RXN-4702	
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	GDQC-14974 // GDQC-14786 // GDQC-14675 // GDQC-14421 // GDQC-14380 // GDQC-14208 // GDQC-14088 // GDQC-14037 // GDQC-14013 // GDQC-13978 // GDQC-13808 // GDQC-13542 // GDQC-13436 // GDQC-13422 // GDQC-13325 // GDQC-13262 // GDQC-13233 // GDQC-13083 // GDQC-13018 // GDQC-12958 // GDQC-12898 // GDQC-12676 // GDQC-12347 // GDQC-12315 // GDQC-12293 // GDQC-12045 // GDQC-12041 // GDQC-11952 // GDQC-11715 // GDQC-11629 // GDQC-11476 // GDQC-11253 // GDQC-10861 // GDQC-10706 // GDQC-10602 // GDQC-10483 // GDQC-10038 // GDQC-9894 // GDQC-9881 // GDQC-9740 // GDQC-9486 // GDQC-9461 // GDQC-9376 // GDQC-9322 // GDQC-9314 // GDQC-9250 // GDQC-9158 // GDQC-9123 // GDQC-8980 // GDQC-8926 // GDQC-8731 // GDQC-8697 // GDQC-8687 // GDQC-8483 // GDQC-8461 // GDQC-8424 // GDQC-8124 // GDQC-8028 // GDQC-7855
RXN-12127	
RXN-4733	GDQC-10835
RXN-4734	GDQC-10835
RXN-4735	CISZOG2 // CISZOG1 // GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12998 // GDQC-12848 // GDQC-12339 // GDQC-11648 // GDQC-10991 // GDQC-9612 // GDQC-9589 // GDQC-9399 // GDQC-9317 // GDQC-8971 // GDQC-8649 // GDQC-8587 // GDQC-8572 // GDQC-8445
2.4.1.111-RXN	GDQC-14634 // GDQC-13086 // GDQC-10026
RXN-8471	GDQC-14689 // GDQC-13254 // GDQC-12685 // GDQC-10003 // GDQC-8686 // GDQC-7684
RXN-8005	GDQC-14298 // GDQC-13904 // GDQC-13343 // GDQC-12941 // GDQC-11320 // GDQC-11273 // GDQC-10385 // GDQC-10377 // GDQC-10287 // GDQC-10213 // GDQC-9962 // GDQC-9047 // GDQC-8776 // GDQC-8571 // GDQC-8440 // GDQC-8401 // GDQC-8161
RXN-8205	
RXN-8176	
2.4.1.116-RXN	GDQC-14592 // GDQC-8535
TREHALOSE6PSYN-RXN	GDQC-14833 // GDQC-13353 // GDQC-13295 // GDQC-13032 // GDQC-12782 // GDQC-12226 // GDQC-12200 // GDQC-11301 // GDQC-10879 // GDQC-10530 // GDQC-10475 // GDQC-10435 // GDQC-9761 // GDQC-9690 // GDQC-9473 // GDQC-9380 // GDQC-8685 // GDQC-8667 // GDQC-8589 // GDQC-8466 // GDQC-8414 // GDQC-8049 // GDQC-7830
RXN-7815	
RXN-8231	
RXN-8234	
RXN-8228	
RXN-7021	G-8201 // GDQC-14959 // GDQC-13745 // GDQC-13518 // GDQC-13381 // GDQC-13184 // GDQC-11499 // GDQC-11224 // GDQC-10652 // GDQC-9700 // GDQC-8796 // GDQC-8783 // GDQC-8271 // GDQC-8026 // GDQC-7989
RXN-4724	
RXN-4725	GDQC-10835
RXN-4726	GDQC-14619 // GDQC-14322 // GDQC-13537 // GDQC-13377 // GDQC-12848 // GDQC-12339 // GDQC-11648 // GDQC-10991 // GDQC-9612 // GDQC-9589 // GDQC-9317 // GDQC-8971 // GDQC-8587 // GDQC-8572 // GDQC-8445
